,id,has_Human1
373,ENSG00000115944,False
374,ENSG00000187581,False
375,ENSG00000173124,False
376,ENSG00000093144,False
377,ENSG00000168710,False
378,ENSG00000144644,False
379,ENSG00000144559,False
380,ENSG00000145246,False
381,ENSG00000054793,False
382,ENSG00000182107,False
383,ENSG00000058063,False
384,ENSG00000166377,False
385,ENSG00000104043,False
386,ENSG00000112697,False
